freq,psd_x,psd_y,psd_z,psd_xyz
107.9,1.273e+03,4.888e+04,7.629e+03,5.778e+04
109.4,1.043e+03,4.751e+04,8.699e+03,5.725e+04
110.9,8.268e+02,4.475e+04,9.167e+03,5.474e+04
112.5,7.089e+02,3.943e+04,8.614e+03,4.875e+04
114.0,5.876e+02,3.646e+04,9.123e+03,4.617e+04
115.5,3.533e+02,3.627e+04,1.058e+04,4.721e+04
117.0,2.177e+02,3.730e+04,1.119e+04,4.870e+04
118.5,3.658e+02,3.687e+04,9.977e+03,4.721e+04
120.1,6.822e+02,3.629e+04,9.102e+03,4.607e+04
121.6,1.073e+03,3.669e+04,7.700e+03,4.546e+04
123.1,1.331e+03,3.753e+04,5.998e+03,4.486e+04
124.6,1.681e+03,3.925e+04,5.392e+03,4.633e+04
126.1,2.058e+03,4.128e+04,5.440e+03,4.878e+04
127.7,2.276e+03,4.208e+04,5.646e+03,5.000e+04
129.2,2.232e+03,4.064e+04,6.139e+03,4.901e+04
130.7,1.879e+03,3.559e+04,5.201e+03,4.267e+04
132.2,1.710e+03,2.783e+04,3.212e+03,3.275e+04
133.7,8.154e+02,8.647e+03,1.533e+03,1.100e+04
135.3,4.189e+02,1.102e+03,9.295e+02,2.450e+03
136.8,3.664e+02,1.279e+03,7.758e+02,2.422e+03
138.3,3.108e+02,1.570e+03,6.615e+02,2.542e+03
139.8,3.638e+02,1.927e+03,6.963e+02,2.987e+03
141.3,4.168e+02,2.303e+03,7.431e+02,3.463e+03
142.9,4.454e+02,2.570e+03,7.900e+02,3.806e+03
144.4,4.862e+02,2.785e+03,7.858e+02,4.057e+03
145.9,5.149e+02,3.083e+03,8.566e+02,4.454e+03
147.4,5.702e+02,4.075e+03,1.352e+03,5.998e+03
148.9,8.825e+02,7.377e+03,3.723e+03,1.198e+04
150.5,1.881e+03,9.656e+03,8.361e+03,1.990e+04
152.0,2.877e+03,1.179e+04,1.214e+04,2.681e+04
153.5,3.619e+03,1.507e+04,1.391e+04,3.259e+04
155.0,4.897e+03,1.844e+04,1.573e+04,3.906e+04
156.5,6.818e+03,2.030e+04,1.963e+04,4.674e+04
158.1,8.355e+03,1.936e+04,2.194e+04,4.965e+04
159.6,9.570e+03,1.509e+04,2.185e+04,4.651e+04
161.1,1.080e+04,1.120e+04,2.153e+04,4.353e+04
162.6,9.329e+03,7.584e+03,1.764e+04,3.456e+04
164.1,7.097e+03,5.580e+03,1.317e+04,2.584e+04
165.7,5.177e+03,6.360e+03,9.619e+03,2.116e+04
167.2,3.810e+03,8.242e+03,6.965e+03,1.902e+04
168.7,2.781e+03,9.358e+03,4.934e+03,1.707e+04
170.2,2.916e+03,9.078e+03,4.377e+03,1.637e+04
171.7,4.152e+03,8.123e+03,6.114e+03,1.839e+04
173.3,4.759e+03,7.139e+03,7.601e+03,1.950e+04
174.8,5.000e+03,6.193e+03,8.641e+03,1.983e+04
176.3,4.805e+03,5.782e+03,8.923e+03,1.951e+04
177.8,4.239e+03,6.291e+03,8.223e+03,1.875e+04
179.3,3.341e+03,7.183e+03,6.692e+03,1.722e+04
180.9,2.576e+03,7.623e+03,5.123e+03,1.532e+04
182.4,2.056e+03,7.601e+03,3.898e+03,1.355e+04
183.9,1.677e+03,8.111e+03,2.732e+03,1.252e+04
185.4,1.317e+03,8.441e+03,1.759e+03,1.152e+04
186.9,1.405e+03,8.517e+03,1.466e+03,1.139e+04
188.5,1.640e+03,8.781e+03,1.485e+03,1.191e+04
190.0,1.883e+03,9.209e+03,1.750e+03,1.284e+04
191.5,2.543e+03,1.041e+04,2.264e+03,1.522e+04
193.0,3.001e+03,1.018e+04,2.731e+03,1.591e+04
194.5,2.428e+03,7.450e+03,2.261e+03,1.214e+04
196.1,3.025e+03,5.881e+03,3.267e+03,1.217e+04
197.6,4.370e+03,6.753e+03,5.310e+03,1.643e+04
199.1,5.282e+03,7.549e+03,6.879e+03,1.971e+04
