freq,psd_x,psd_y,psd_z,psd_xyz
176.5,1.038e+05,8.704e+04,1.534e+05,3.442e+05
178.0,1.376e+05,1.164e+05,2.012e+05,4.552e+05
179.5,1.448e+05,1.358e+05,2.055e+05,4.861e+05
181.1,1.505e+05,1.530e+05,2.040e+05,5.074e+05
182.6,1.560e+05,1.621e+05,2.063e+05,5.244e+05
184.1,1.435e+05,1.477e+05,1.876e+05,4.789e+05
185.6,1.364e+05,1.335e+05,1.814e+05,4.514e+05
187.2,1.443e+05,1.329e+05,1.972e+05,4.744e+05
188.7,1.529e+05,1.337e+05,2.112e+05,4.978e+05
190.2,1.579e+05,1.341e+05,2.191e+05,5.111e+05
191.7,1.556e+05,1.309e+05,2.151e+05,5.016e+05
193.2,1.471e+05,1.238e+05,2.041e+05,4.750e+05
194.8,1.316e+05,1.131e+05,1.829e+05,4.276e+05
196.3,1.090e+05,9.690e+04,1.455e+05,3.514e+05
197.8,9.545e+04,8.645e+04,1.212e+05,3.031e+05
199.3,8.525e+04,7.597e+04,1.055e+05,2.667e+05
