freq,psd_x,psd_y,psd_z,psd_xyz
152.2,1.331e+03,9.984e+03,1.959e+03,1.327e+04
153.7,1.649e+03,1.032e+04,3.264e+03,1.524e+04
155.3,1.799e+03,9.865e+03,4.841e+03,1.651e+04
156.8,1.913e+03,1.077e+04,6.544e+03,1.922e+04
158.3,1.686e+03,1.272e+04,8.048e+03,2.246e+04
159.8,1.560e+03,1.580e+04,1.007e+04,2.743e+04
161.3,1.602e+03,2.131e+04,1.243e+04,3.535e+04
162.9,1.884e+03,2.679e+04,1.509e+04,4.377e+04
164.4,2.313e+03,3.009e+04,1.729e+04,4.969e+04
165.9,3.015e+03,2.962e+04,1.852e+04,5.115e+04
167.4,3.598e+03,2.577e+04,1.773e+04,4.710e+04
169.0,4.571e+03,2.260e+04,1.880e+04,4.597e+04
170.5,5.643e+03,1.819e+04,1.973e+04,4.356e+04
172.0,6.047e+03,1.462e+04,1.941e+04,4.007e+04
173.5,5.718e+03,1.149e+04,1.792e+04,3.513e+04
175.0,4.856e+03,9.113e+03,1.542e+04,2.939e+04
176.6,3.984e+03,7.906e+03,1.314e+04,2.503e+04
178.1,3.258e+03,6.879e+03,1.126e+04,2.139e+04
179.6,2.534e+03,5.521e+03,9.325e+03,1.738e+04
181.1,2.004e+03,4.880e+03,7.762e+03,1.465e+04
182.7,1.568e+03,4.445e+03,6.277e+03,1.229e+04
184.2,1.325e+03,4.051e+03,5.160e+03,1.054e+04
185.7,1.140e+03,3.747e+03,4.382e+03,9.268e+03
187.2,1.170e+03,4.358e+03,4.191e+03,9.720e+03
188.7,1.206e+03,5.484e+03,3.925e+03,1.061e+04
190.3,1.597e+03,6.865e+03,3.990e+03,1.245e+04
191.8,2.399e+03,8.144e+03,4.723e+03,1.527e+04
193.3,3.800e+03,8.567e+03,6.360e+03,1.873e+04
194.8,5.891e+03,7.965e+03,9.275e+03,2.313e+04
196.4,7.814e+03,7.393e+03,1.216e+04,2.737e+04
197.9,9.222e+03,7.126e+03,1.396e+04,3.031e+04
199.4,1.012e+04,7.124e+03,1.524e+04,3.248e+04
