freq,psd_x,psd_y,psd_z,psd_xyz
53.2,1.971e+05,3.611e+05,3.650e+03,5.619e+05
54.8,1.789e+05,3.308e+05,1.591e+03,5.113e+05
56.3,1.539e+05,2.892e+05,1.321e+03,4.445e+05
57.8,1.242e+05,2.488e+05,1.504e+03,3.745e+05
59.3,9.994e+04,2.167e+05,2.067e+03,3.187e+05
60.8,8.346e+04,1.904e+05,2.933e+03,2.768e+05
62.4,5.924e+04,1.562e+05,3.908e+03,2.193e+05
63.9,3.992e+04,1.248e+05,4.009e+03,1.688e+05
65.4,2.814e+04,9.517e+04,3.531e+03,1.268e+05
66.9,2.422e+04,7.840e+04,2.548e+03,1.052e+05
68.4,2.263e+04,7.040e+04,1.544e+03,9.458e+04
70.0,2.027e+04,6.669e+04,1.642e+03,8.860e+04
71.5,1.894e+04,6.729e+04,1.558e+03,8.779e+04
73.0,1.828e+04,7.134e+04,1.502e+03,9.112e+04
74.5,1.614e+04,7.160e+04,1.693e+03,8.943e+04
76.0,1.399e+04,7.059e+04,1.780e+03,8.636e+04
77.6,1.197e+04,6.154e+04,1.627e+03,7.514e+04
79.1,1.085e+04,5.822e+04,1.596e+03,7.067e+04
80.6,1.038e+04,6.324e+04,1.708e+03,7.532e+04
82.1,9.758e+03,7.135e+04,2.056e+03,8.316e+04
83.7,9.053e+03,8.278e+04,2.123e+03,9.396e+04
85.2,7.857e+03,8.485e+04,2.353e+03,9.506e+04
86.7,6.636e+03,8.256e+04,2.787e+03,9.198e+04
88.2,5.563e+03,8.339e+04,3.459e+03,9.241e+04
89.7,4.808e+03,8.747e+04,3.986e+03,9.626e+04
91.3,4.111e+03,8.849e+04,3.345e+03,9.595e+04
92.8,3.385e+03,8.667e+04,2.623e+03,9.268e+04
94.3,3.029e+03,8.308e+04,2.512e+03,8.862e+04
95.8,2.579e+03,7.593e+04,2.658e+03,8.117e+04
97.3,2.104e+03,6.800e+04,2.775e+03,7.288e+04
98.9,1.722e+03,5.933e+04,2.747e+03,6.380e+04
100.4,1.653e+03,5.434e+04,3.252e+03,5.924e+04
101.9,1.756e+03,5.150e+04,4.084e+03,5.734e+04
103.4,2.065e+03,4.950e+04,4.684e+03,5.625e+04
104.9,1.962e+03,4.729e+04,4.781e+03,5.404e+04
106.5,1.576e+03,4.412e+04,4.393e+03,5.009e+04
108.0,1.273e+03,3.980e+04,3.662e+03,4.473e+04
109.5,1.433e+03,3.362e+04,3.365e+03,3.842e+04
111.0,1.787e+03,2.598e+04,3.332e+03,3.110e+04
112.5,1.571e+03,2.128e+04,3.056e+03,2.590e+04
114.1,1.277e+03,1.943e+04,2.859e+03,2.357e+04
115.6,1.046e+03,1.882e+04,2.678e+03,2.254e+04
117.1,8.056e+02,1.900e+04,2.378e+03,2.219e+04
118.6,6.274e+02,1.953e+04,2.257e+03,2.242e+04
120.2,5.194e+02,1.998e+04,2.224e+03,2.272e+04
121.7,3.997e+02,2.015e+04,2.184e+03,2.273e+04
123.2,2.792e+02,2.095e+04,2.044e+03,2.327e+04
124.7,2.202e+02,2.225e+04,1.614e+03,2.409e+04
126.2,2.343e+02,2.311e+04,1.415e+03,2.476e+04
127.8,3.235e+02,2.444e+04,1.358e+03,2.612e+04
129.3,4.603e+02,2.622e+04,1.255e+03,2.793e+04
130.8,5.942e+02,2.472e+04,1.270e+03,2.658e+04
132.3,6.311e+02,1.622e+04,1.268e+03,1.812e+04
133.8,3.435e+02,3.914e+03,1.182e+03,5.439e+03
135.4,2.748e+02,1.131e+03,1.050e+03,2.456e+03
136.9,3.369e+02,1.580e+03,1.104e+03,3.021e+03
138.4,3.920e+02,2.320e+03,1.238e+03,3.950e+03
139.9,4.106e+02,2.648e+03,1.231e+03,4.289e+03
141.4,4.382e+02,2.785e+03,1.238e+03,4.461e+03
143.0,4.478e+02,2.944e+03,1.271e+03,4.664e+03
144.5,4.910e+02,3.653e+03,1.409e+03,5.554e+03
146.0,5.586e+02,4.521e+03,1.580e+03,6.659e+03
147.5,8.137e+02,5.553e+03,1.819e+03,8.185e+03
149.1,1.159e+03,6.099e+03,1.943e+03,9.201e+03
150.6,1.586e+03,6.075e+03,2.703e+03,1.036e+04
152.1,2.116e+03,7.728e+03,4.398e+03,1.424e+04
153.6,2.147e+03,9.721e+03,6.158e+03,1.803e+04
155.1,1.933e+03,1.350e+04,7.567e+03,2.300e+04
156.7,1.909e+03,1.591e+04,8.739e+03,2.656e+04
158.2,2.245e+03,2.100e+04,1.081e+04,3.405e+04
159.7,2.863e+03,2.550e+04,1.383e+04,4.220e+04
161.2,3.236e+03,2.613e+04,1.575e+04,4.512e+04
162.7,3.810e+03,2.788e+04,1.843e+04,5.012e+04
164.3,4.533e+03,2.827e+04,2.053e+04,5.333e+04
165.8,5.006e+03,2.711e+04,2.189e+04,5.400e+04
167.3,5.180e+03,2.405e+04,2.126e+04,5.049e+04
168.8,5.013e+03,2.146e+04,1.974e+04,4.621e+04
170.3,4.849e+03,1.968e+04,1.819e+04,4.272e+04
171.9,4.869e+03,1.852e+04,1.701e+04,4.039e+04
173.4,4.910e+03,1.727e+04,1.577e+04,3.796e+04
174.9,4.619e+03,1.514e+04,1.374e+04,3.350e+04
176.4,4.521e+03,1.329e+04,1.200e+04,2.981e+04
177.9,5.003e+03,1.251e+04,1.169e+04,2.920e+04
179.5,5.019e+03,1.083e+04,1.043e+04,2.628e+04
181.0,4.738e+03,8.449e+03,8.449e+03,2.164e+04
182.5,4.442e+03,6.118e+03,6.849e+03,1.741e+04
184.0,4.238e+03,4.591e+03,5.710e+03,1.454e+04
185.6,4.192e+03,3.653e+03,5.085e+03,1.293e+04
187.1,4.590e+03,3.522e+03,5.130e+03,1.324e+04
188.6,5.463e+03,3.674e+03,5.811e+03,1.495e+04
190.1,6.998e+03,4.072e+03,8.057e+03,1.913e+04
191.6,9.280e+03,4.179e+03,1.197e+04,2.543e+04
193.2,1.161e+04,4.563e+03,1.596e+04,3.214e+04
194.7,1.320e+04,5.107e+03,1.868e+04,3.699e+04
196.2,1.527e+04,6.388e+03,2.147e+04,4.312e+04
197.7,1.488e+04,7.872e+03,2.056e+04,4.331e+04
199.2,1.288e+04,8.844e+03,1.725e+04,3.897e+04
