freq,psd_x,psd_y,psd_z,psd_xyz
97.2,4.469e+03,3.167e+04,2.298e+05,2.660e+05
98.7,4.188e+03,2.887e+04,2.173e+05,2.503e+05
100.2,3.557e+03,2.691e+04,2.009e+05,2.314e+05
101.7,3.087e+03,2.578e+04,1.811e+05,2.100e+05
103.2,3.113e+03,2.591e+04,1.655e+05,1.945e+05
104.7,2.995e+03,2.653e+04,1.535e+05,1.830e+05
106.3,2.529e+03,2.683e+04,1.422e+05,1.716e+05
107.8,2.269e+03,2.736e+04,1.316e+05,1.612e+05
109.3,2.076e+03,2.798e+04,1.217e+05,1.518e+05
110.8,2.037e+03,2.802e+04,1.132e+05,1.432e+05
112.3,2.838e+03,2.749e+04,1.089e+05,1.393e+05
113.9,4.890e+03,2.866e+04,1.122e+05,1.458e+05
115.4,7.249e+03,3.053e+04,1.169e+05,1.547e+05
116.9,9.919e+03,3.179e+04,1.192e+05,1.609e+05
118.4,1.277e+04,3.331e+04,1.192e+05,1.653e+05
119.9,1.546e+04,3.505e+04,1.164e+05,1.669e+05
121.4,1.764e+04,3.655e+04,1.132e+05,1.674e+05
123.0,1.935e+04,3.718e+04,1.077e+05,1.642e+05
124.5,2.024e+04,3.604e+04,9.749e+04,1.538e+05
126.0,2.066e+04,3.531e+04,8.614e+04,1.421e+05
127.5,2.055e+04,3.542e+04,7.691e+04,1.329e+05
129.0,1.921e+04,3.453e+04,6.626e+04,1.200e+05
130.6,1.531e+04,3.049e+04,5.025e+04,9.605e+04
132.1,1.012e+04,2.173e+04,3.701e+04,6.886e+04
133.6,5.118e+03,7.310e+03,1.796e+04,3.039e+04
135.1,3.064e+03,2.999e+03,8.825e+03,1.489e+04
136.6,2.160e+03,2.814e+03,7.350e+03,1.232e+04
138.1,1.293e+03,1.771e+03,6.746e+03,9.810e+03
139.7,8.251e+02,1.322e+03,5.625e+03,7.772e+03
141.2,6.609e+02,1.232e+03,4.837e+03,6.730e+03
142.7,6.031e+02,1.184e+03,4.753e+03,6.540e+03
144.2,7.073e+02,1.180e+03,5.651e+03,7.538e+03
145.7,1.325e+03,1.470e+03,7.239e+03,1.003e+04
147.3,2.468e+03,1.911e+03,8.724e+03,1.310e+04
148.8,3.338e+03,3.002e+03,8.944e+03,1.528e+04
150.3,5.419e+03,5.462e+03,9.826e+03,2.071e+04
151.8,1.069e+04,9.864e+03,1.400e+04,3.456e+04
153.3,1.679e+04,1.404e+04,1.923e+04,5.006e+04
154.8,1.946e+04,1.478e+04,2.177e+04,5.601e+04
156.4,2.053e+04,1.468e+04,2.344e+04,5.865e+04
157.9,2.364e+04,1.473e+04,2.878e+04,6.715e+04
159.4,2.493e+04,1.353e+04,3.268e+04,7.114e+04
160.9,2.356e+04,1.193e+04,3.353e+04,6.903e+04
162.4,2.404e+04,9.936e+03,3.593e+04,6.990e+04
164.0,2.441e+04,8.545e+03,3.710e+04,7.005e+04
165.5,2.594e+04,8.046e+03,3.958e+04,7.357e+04
167.0,2.458e+04,7.121e+03,3.716e+04,6.886e+04
168.5,1.742e+04,5.486e+03,2.530e+04,4.821e+04
170.0,1.027e+04,5.133e+03,1.372e+04,2.912e+04
171.5,7.992e+03,6.922e+03,1.111e+04,2.603e+04
173.1,9.762e+03,9.636e+03,1.497e+04,3.436e+04
174.6,1.293e+04,1.292e+04,1.980e+04,4.565e+04
176.1,2.324e+04,2.153e+04,3.380e+04,7.856e+04
177.6,5.215e+04,4.514e+04,7.187e+04,1.692e+05
179.1,1.182e+05,9.229e+04,1.561e+05,3.666e+05
180.7,1.362e+05,1.087e+05,1.789e+05,4.238e+05
182.2,8.929e+04,7.978e+04,1.210e+05,2.901e+05
183.7,6.148e+04,5.722e+04,9.003e+04,2.087e+05
185.2,6.652e+04,5.619e+04,9.875e+04,2.215e+05
186.7,7.048e+04,5.407e+04,1.025e+05,2.270e+05
188.2,7.294e+04,5.268e+04,1.017e+05,2.273e+05
189.8,9.245e+04,6.718e+04,1.189e+05,2.786e+05
191.3,1.194e+05,8.807e+04,1.478e+05,3.552e+05
192.8,1.237e+05,9.133e+04,1.512e+05,3.662e+05
194.3,1.143e+05,8.339e+04,1.387e+05,3.364e+05
195.8,1.067e+05,7.557e+04,1.296e+05,3.119e+05
197.4,1.001e+05,6.779e+04,1.234e+05,2.913e+05
198.9,9.076e+04,5.805e+04,1.147e+05,2.635e+05
